City,Lat,Lng,Temperature Max,Humidity,Clouds,Wind Speed,Country,Date
Biasca,46.3597,8.9697,54.32,62,1,1.5,CH,1635027224
Williston,48.147,-103.618,52.21,55,79,10.0,US,1635026941
Paita,-5.0892,-81.1144,70.36,79,85,18.77,PE,1635027224
Nelson Bay,-32.7167,152.15,68.09,89,78,4.0,AU,1635027225
Mackay,-21.15,149.2,83.05,75,69,2.04,AU,1635027225
Kandrian,-6.2167,149.55,80.89,82,40,6.44,PG,1635027226
Yining,29.0361,114.5636,50.27,89,14,0.96,CN,1635027226
Hirara,24.8,125.2833,75.47,60,75,9.22,JP,1635027226
Yelovo,57.0538,54.9207,39.16,90,12,8.46,RU,1635027227
Zhangaözen,43.3,52.8,50.32,26,0,11.48,KZ,1635027227
Sindor,62.8629,51.8905,29.82,78,91,1.86,RU,1635027228
Shaowu,27.3409,117.4831,55.33,98,100,0.78,CN,1635027228
Maşyāf,35.0653,36.3406,60.85,79,0,4.34,SY,1635027229
Challans,46.8436,-1.8749,50.92,67,0,6.78,FR,1635027229
Katsuura,35.1333,140.3,53.71,59,49,7.96,JP,1635026953
Santa Cruz de la Sierra,-17.8,-63.1667,98.17,25,6,20.54,BO,1635027145
Benalla,-36.55,145.9833,55.15,58,4,10.76,AU,1635027229
Bayan,46.0833,127.4,36.28,67,2,6.02,CN,1635027230
Wanning,18.8003,110.3967,70.68,90,98,14.25,CN,1635027230
Peleduy,59.6289,112.7406,34.81,94,100,10.18,RU,1635027231
Perevoz,55.5961,44.5446,38.75,86,36,9.53,RU,1635027231
Slave Lake,55.2834,-114.769,35.58,93,90,13.8,CA,1635027231
Laguna,38.421,-121.4238,67.6,63,90,1.01,US,1635027232
Bayburt,40.2589,40.2278,42.39,43,0,1.43,TR,1635027201
Adrar,20.5022,-10.0711,80.46,18,1,5.1,MR,1635027232
Río Cuarto,-33.1307,-64.3499,60.84,25,2,13.02,AR,1635027016
Hofn,64.2539,-15.2082,45.61,83,98,5.37,IS,1635027233
Westport,41.1415,-73.3579,59.09,67,90,1.99,US,1635027108
North Bend,43.4065,-124.2243,58.91,94,100,13.8,US,1635027233
Alihe,50.5667,123.7167,32.99,80,4,2.53,CN,1635027234
Natal,-5.795,-35.2094,81.25,78,20,17.27,BR,1635027136
Kīhei,20.785,-156.4656,86.02,70,20,24.16,US,1635026958
Pallasovka,50.05,46.8833,53.76,84,100,10.83,RU,1635027234
Merrill,45.1805,-89.6835,49.59,57,90,4.61,US,1635026987
College,64.8569,-147.8028,38.89,77,40,0.0,US,1635027235
São José da Coroa Grande,-8.8978,-35.1478,79.14,80,25,11.39,BR,1635027235
Broken Hill,-31.95,141.4333,53.8,63,0,16.24,AU,1635027235
Van,38.4924,43.3831,36.75,81,0,3.44,TR,1635027236
Lafiagi,8.8667,5.4167,75.81,85,92,1.68,NG,1635027236
Mogocha,53.7333,119.7667,29.39,90,45,1.68,RU,1635027237
Berdigestyakh,62.0989,126.6992,33.19,98,100,8.16,RU,1635027237
Muisne,0.6,-80.0333,78.91,82,92,9.78,EC,1635027237
Finschhafen,-6.6024,147.8681,82.72,68,13,9.19,PG,1635027238
Pāsighāt,28.0667,95.3333,68.72,85,14,2.66,IN,1635027238
Lagoa,39.05,-27.9833,66.43,62,17,13.56,PT,1635027238
Dawson,31.7735,-84.4466,80.02,35,0,4.09,US,1635027015
Kuytun,54.3419,101.5036,29.84,88,40,3.83,RU,1635027171
Vao,-22.6667,167.4833,72.36,76,13,14.03,NC,1635027239
Litovko,49.2361,135.1742,37.08,79,0,4.81,RU,1635027239
Samarkand,39.6542,66.9597,44.02,57,0,9.22,UZ,1635027240
Kédougou,12.5579,-12.1743,78.51,81,46,2.93,SN,1635027240
Garoua Boulaï,5.8833,14.55,64.78,95,60,3.56,CM,1635027241
Māngrol,21.1167,70.1167,80.98,58,80,10.92,IN,1635027241
Mayo,38.8876,-76.5119,66.18,75,40,1.99,US,1635027242
Rāvar,31.2656,56.8055,56.64,18,0,1.07,IR,1635027243
Priargunsk,50.3691,119.1012,31.15,72,0,1.59,RU,1635027243
Leningradskiy,69.3833,178.4167,10.18,90,100,8.72,RU,1635027244
Krasnosel'kup,65.7,82.4667,32.4,99,100,7.14,RU,1635027244
Belyy Yar,53.6039,91.3903,44.49,61,0,17.9,RU,1635027154
Basoko,1.2391,23.616,72.72,90,63,0.72,CD,1635027245
Kampong Thom,12.7111,104.8887,71.19,94,93,5.91,KH,1635027245
Saint-Joseph,-21.3667,55.6167,73.76,83,56,5.64,RE,1635027245
Marathon,44.9,-89.7668,50.2,54,40,3.44,US,1635027246
Baruun-Urt,46.6806,113.2792,33.01,44,27,8.03,MN,1635027246
Kudahuvadhoo,2.6708,72.8944,82.62,73,88,14.88,MV,1635027247
City of San Pedro,14.35,121.0167,78.15,92,100,6.35,PH,1635027247
Lata,40.1629,-8.3327,58.82,68,33,1.68,PT,1635027247
Bāglung,28.2719,83.5898,60.73,89,45,3.18,NP,1635027248
Maceió,-9.6658,-35.7353,81.84,89,0,10.36,BR,1635027248
Laredo,27.5064,-99.5075,91.85,40,1,11.5,US,1635026997
Porto-Novo,6.4965,2.6036,75.6,89,100,3.58,BJ,1635027249
Oktyabr'skiy,54.4815,53.471,46.33,74,98,8.05,RU,1635026959
Lyuban',52.7985,28.0048,39.51,89,75,11.95,BY,1635027249
Upington,-28.4478,21.2561,55.26,57,2,7.81,ZA,1635027250
Pacific Grove,36.6177,-121.9166,68.02,77,20,1.99,US,1635027197
Waipawa,-41.4122,175.5153,56.03,73,99,0.58,NZ,1635027250
Linjiang,41.8069,126.9078,34.23,80,0,1.72,CN,1635027250
Tezu,27.9167,96.1667,69.39,71,57,2.8,IN,1635027251
West Bay,19.3667,-81.4167,87.87,76,20,3.0,KY,1635027251
Paphos,34.7667,32.4167,64.31,72,0,5.75,CY,1635027252
Beringovskiy,63.05,179.3167,12.06,76,4,9.73,RU,1635027252
Berbera,10.4396,45.0143,83.59,59,11,7.61,SO,1635027252
Amahai,-3.3333,128.9167,77.99,85,89,4.7,ID,1635027253
Puerto Colombia,10.9878,-74.9547,83.17,76,32,5.37,CO,1635027253
Hohhot,40.8106,111.6522,44.94,57,87,0.38,CN,1635027254
Olafsvik,64.8945,-23.7142,45.7,90,100,10.89,IS,1635027254
Bayeux,-7.125,-34.9322,81.23,78,40,9.22,BR,1635027254
Kaka,37.3482,59.6143,51.8,22,0,7.78,TM,1635027255
Alice Springs,-23.7,133.8833,71.15,26,58,20.71,AU,1635027060
Billings Metropolitan Area,45.7833,-108.5007,59.29,36,90,10.36,US,1635027255
The Valley,18.217,-63.0578,82.54,69,40,11.5,AI,1635027205
Caraquet,47.7941,-64.9386,52.38,96,100,3.83,CA,1635027256
Bullhead City,35.1478,-114.5683,85.42,20,40,14.97,US,1635027256
Chui,-33.6971,-53.4616,59.63,76,100,4.14,UY,1635027170
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,66.47,79,90,15.97,AR,1635027257
Campeche,19.0,-90.5,89.46,52,100,1.88,MX,1635027257
Clyde,41.3042,-82.9752,54.55,70,99,5.12,US,1635027198
Sapulpa,35.9987,-96.1142,84.85,60,20,16.11,US,1635027189
Metapán,14.3333,-89.45,84.58,83,31,3.38,SV,1635027258
Skibbereen,51.55,-9.2667,57.0,92,100,16.89,IE,1635027258
Kerrville,30.0474,-99.1403,84.69,54,75,3.0,US,1635027238
Ishigaki,24.3448,124.1572,76.59,69,96,16.31,JP,1635027258
Saint Paul,44.9444,-93.0933,53.92,53,1,1.01,US,1635027024
Ubari,26.5921,12.7805,81.39,16,66,14.14,LY,1635027200
Manggar,-2.8833,108.2667,79.18,81,42,3.71,ID,1635027259
Chinhoyi,-17.3667,30.2,78.89,35,68,4.21,ZW,1635027259
Olinda,-8.0089,-34.8553,82.13,74,75,6.91,BR,1635026961
Vikhorevka,56.1201,101.1636,35.19,90,56,6.24,RU,1635027260
Henties Bay,-22.116,14.2845,58.86,91,0,8.66,NA,1635027260
Hokitika,-42.7167,170.9667,55.63,77,100,3.31,NZ,1635027261
Los Llanos de Aridane,28.6585,-17.9182,65.95,81,75,3.0,ES,1635027188
Havre-St-Pierre,50.2334,-63.5986,46.2,87,100,8.72,CA,1635027241
Batemans Bay,-35.7167,150.1833,61.92,83,94,3.2,AU,1635027261
Mwanza,-2.5167,32.9,75.06,70,81,9.86,TZ,1635027262
Sitka,57.0531,-135.33,48.09,66,90,11.5,US,1635027262
Pangody,65.85,74.4859,32.81,93,100,15.14,RU,1635027262
Borogontsy,62.6683,131.1683,16.56,95,100,4.7,RU,1635027263
Salalah,17.0151,54.0924,75.29,57,0,5.75,OM,1635027263
Biloela,-24.4167,150.5,78.35,66,38,1.14,AU,1635027174
Lovozero,68.005,35.0117,25.63,81,100,11.23,RU,1635027263
Solnechnyy,50.7214,136.6319,32.4,86,0,2.46,RU,1635027264
Curaçá,-8.9903,-39.9094,87.93,47,85,10.98,BR,1635027264
Ukiah,39.1502,-123.2078,58.12,93,90,9.22,US,1635027152
Sawai Madhopur,25.9833,76.3667,68.58,64,0,3.91,IN,1635027265
Victor Harbor,-35.5667,138.6167,59.72,72,12,1.99,AU,1635027265
Sturgis,41.7992,-85.4192,52.74,31,1,6.91,US,1635027263
Cherëmukhovo,60.3484,59.9851,37.89,77,50,9.62,RU,1635027265
São João da Barra,-21.6403,-41.0511,72.72,83,7,18.59,BR,1635027266
Morondava,-20.2833,44.2833,69.71,81,0,5.7,MG,1635027266
Matara,5.9485,80.5353,77.31,86,36,9.55,LK,1635027267
Wawa,9.9022,4.4192,74.21,82,92,5.12,NG,1635027267
Kaeo,-35.1,173.7833,64.33,98,100,3.02,NZ,1635027267
Vardø,70.3705,31.1107,35.01,67,91,22.3,NO,1635027191
Lindlar,51.0196,7.3776,43.92,89,9,4.47,DE,1635027268
Camacha,33.0833,-16.3333,67.42,60,40,9.22,PT,1635027268
Vila Velha,-20.3297,-40.2925,75.15,83,75,9.22,BR,1635027237
Pedernales,18.0384,-71.744,84.2,69,74,2.82,DO,1635027269
Yichun,47.7,128.9,30.47,74,8,2.73,CN,1635027038
Darhan,49.4867,105.9228,35.51,53,100,4.68,MN,1635027269
Pandan,14.0453,124.1694,79.61,85,100,10.33,PH,1635027269
Kefamenanu,-9.4467,124.4781,74.16,84,64,0.27,ID,1635027270
Diu,20.7141,70.9822,75.79,69,0,7.92,IN,1635027270
Huimanguillo,17.85,-93.3833,86.72,78,98,4.16,MX,1635027271
Hvide Sande,56.0045,8.1294,48.99,80,85,19.39,DK,1635027271
Bonavista,48.6499,-53.1147,52.56,99,100,8.14,CA,1635027271
Asău,46.4333,26.4,46.4,70,99,1.83,RO,1635027272
Abilene,32.4487,-99.7331,90.09,39,1,17.27,US,1635027242
Saint-Pierre,-21.3393,55.4781,74.84,81,0,4.61,RE,1635027272
Wukari,7.85,9.7833,72.57,92,38,4.59,NG,1635027273
Portland,45.5234,-122.6762,56.52,94,90,1.01,US,1635026909
Bardsīr,29.9227,56.5743,52.25,30,0,3.56,IR,1635027273
Verkhnyaya Inta,65.9811,60.3094,24.57,93,99,15.14,RU,1635027273
San Antero,9.3741,-75.7589,81.75,81,78,7.9,CO,1635027274
Prince Rupert,54.3161,-130.3201,47.46,76,95,8.97,CA,1635027274
Madaoua,14.073,5.96,85.33,39,30,5.73,NE,1635027274
Omboué,-1.5746,9.2618,75.7,89,93,4.99,GA,1635027275
Tete,-16.1564,33.5867,87.64,31,14,2.24,MZ,1635027275
Lyman,48.9884,37.8023,48.4,54,89,4.76,UA,1635027275
Matagami,49.7502,-77.6328,33.96,84,98,4.47,CA,1635027276
Moramanga,-18.9333,48.2,63.34,98,22,1.68,MG,1635027276
Maţāy,28.419,30.7792,68.97,54,0,15.66,EG,1635027277
Port Lincoln,-34.7333,135.8667,56.97,70,1,11.05,AU,1635027277
Guía de Isora,28.2115,-16.7795,68.16,71,89,7.11,ES,1635027277
Jiangyou,31.7667,104.7167,54.73,85,95,2.21,CN,1635027278
Breytovo,58.2993,37.8617,39.7,86,100,8.25,RU,1635027278
São Filipe,14.8961,-24.4956,79.65,71,10,9.15,CV,1635027278
Leh,34.1667,77.5833,30.15,83,100,2.89,IN,1635027279
Mounana,-1.4085,13.1586,70.02,97,70,2.44,GA,1635027279
Kelo,9.3086,15.8066,78.21,67,27,7.31,TD,1635027279
Ürümqi,43.801,87.6005,32.95,93,0,2.24,CN,1635027280
Ust'-Kishert',57.3654,57.2495,40.03,89,30,10.07,RU,1635027280
Along,28.1667,94.7667,61.79,88,12,1.68,IN,1635027280
Costineşti,43.95,28.6333,60.01,67,99,4.99,RO,1635027281
Pulivendla,14.4167,78.2333,73.47,94,100,13.0,IN,1635027281
Oudtshoorn,-33.5907,22.2014,54.36,75,86,2.33,ZA,1635027282
Pundaguitan,6.3711,126.1689,81.75,74,99,3.76,PH,1635027282
Bagdarin,54.4333,113.6,28.76,67,36,2.57,RU,1635027282
Rusera,25.75,86.0333,74.17,73,61,2.66,IN,1635027283
Vila do Maio,15.1333,-23.2167,80.2,69,3,15.52,CV,1635027283
Vargem Grande do Sul,-21.8322,-46.8936,73.51,45,41,4.9,BR,1635027283
Ulladulla,-35.35,150.4667,60.1,75,94,8.39,AU,1635027284
Pitimbu,-7.4706,-34.8086,81.19,77,49,12.41,BR,1635027284
Spencer,43.1414,-95.1444,52.43,49,1,13.8,US,1635027285
Maslovka,51.5535,39.2357,39.72,71,0,9.06,RU,1635027285
Tomatlán,19.9333,-105.25,82.33,82,70,3.87,MX,1635027285
Homer,59.6425,-151.5483,47.05,79,20,6.91,US,1635027100
Anajatuba,-3.2644,-44.6197,77.34,90,100,3.74,BR,1635027286
Baturité,-4.3286,-38.8847,79.21,69,51,5.41,BR,1635027077
Calbuco,-41.768,-73.1273,52.81,61,6,12.59,CL,1635027286
Faya,18.3851,42.4509,57.72,27,2,4.56,SA,1635027287
Carutapera,-1.195,-46.02,79.32,79,88,6.58,BR,1635027250
Ketchikan,55.3422,-131.6461,46.54,83,96,13.49,US,1635027287
Shimoda,34.6667,138.95,54.1,67,93,9.57,JP,1635027287
Ngunguru,-35.6167,174.5,64.17,97,100,20.15,NZ,1635027288
Gravdal,68.1214,13.5031,39.51,54,100,3.96,NO,1635027288
Bani Walid,31.7566,13.9942,77.49,36,100,10.65,LY,1635027289
Diré,12.2833,-10.9667,76.21,89,78,2.42,ML,1635027289
Mahajanga,-15.7167,46.3167,77.02,83,20,5.75,MG,1635027289
Warrington,53.3925,-2.5802,53.87,74,75,1.99,GB,1635027290
Orodara,10.9492,-4.9342,76.39,70,96,2.86,BF,1635027290
Adwa,14.1646,38.8955,61.97,59,4,6.71,ET,1635027290
Kailua,21.4022,-157.7394,87.78,64,20,11.5,US,1635027291
Marsá Maţrūḩ,31.3525,27.2453,69.17,72,0,6.78,EG,1635027291
Lampang,18.3333,99.5,76.26,99,92,1.83,TH,1635027291
Nioro,13.35,-15.75,81.37,51,74,3.02,GM,1635027292
Williams Lake,52.1415,-122.1445,46.22,50,22,1.99,CA,1635027163
Sisimiut,66.9395,-53.6735,24.13,94,100,11.03,GL,1635027292
Skjervøy,70.0311,20.9714,34.48,96,100,1.79,NO,1635027292
Inhambane,-23.865,35.3833,74.17,88,1,16.2,MZ,1635027268
Padang,-0.9492,100.3543,76.57,88,82,3.31,ID,1635027293
Flinders,-34.5833,150.8552,68.81,91,71,10.33,AU,1635027293
Tra Vinh,9.9347,106.3453,76.14,91,83,3.42,VN,1635027294
Bamnet Narong,15.4992,101.6897,69.06,92,82,9.24,TH,1635027294
Kulachi,31.9286,70.4592,66.79,68,0,4.32,PK,1635027295
Oktyabr'skoye,43.0645,44.7417,32.14,100,0,6.71,RU,1635027295
Kumul,42.8,93.45,48.47,44,100,6.71,CN,1635027296
